δz,z,err
1.5437812653444187,1.5437812653444187,0.00048566623763979244
1.5432956589386575,1.5432956589386575,5.983187856273275e-8
1.5432955991067798,1.5432955991067798,8.881784197001252e-16
1.543295599106779,1.543295599106779,0.0
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
