δz,z,err
2.0883840406778913,2.0883840406778913,0.5450884415711124
1.5482413380473092,1.5482413380473092,0.004945738940530298
1.5432955988633408,1.5432955988633408,-2.434381585203482e-10
1.543295599106779,1.543295599106779,0.0
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
