δz,z,err
1.543285072387911,1.543285072387911,-1.0526718867920337e-5
1.5432955991067787,1.5432955991067787,-2.220446049250313e-16
1.543295599106779,1.543295599106779,0.0
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
