δz,z,err
2.0883840406778913,2.0883840406778913,0.5450884415711124
1.553478323988605,1.553478323988605,0.010182724881826033
1.5432956648084477,1.5432956648084477,6.570166877217787e-8
1.543295599106779,1.543295599106779,0.0
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
0,0,-1.543295599106779
